Key,Total Errors Signal 1,Total Errors Signal 2,Total Instances Signal 1,Total Instances Signal 2,Error Rate Signal 1,Error Rate Signal 2,Percentage Fully Present Signal 1,Percentage Fully Present Signal 2,Decoding Success Rate Signal 1,Decoding Success Rate Signal 2,Average Decoding Quality Signal 1,Average Decoding Quality Signal 2,Combined Error Rate,Max Error Rate,Error Rate Difference (S2 - S1),Relative Error Rate Difference (%)
variant4__2025-03-05-20-43-14_tophat_params_10_4_50_5_k5_motiv_dynamic_processed,6288,7137,42398,51232,0.14830888249445728,0.1393074640849469,81.27568721643982,77.05364291433146,85.16911175055426,86.06925359150532,64.15977226225425,78.44853660706343,0.28761634657940416,0.14830888249445728,-0.009001418409510381,-6.069372419313313
variant4__2025-03-15-17-27-44_kl_tophat_params_10_4_50_5_k5_motiv_dynamic_processed,11714,31555,47154,71625,0.24842007040760064,0.4405584642233857,71.28082736674622,42.13736409440467,75.15799295923993,55.944153577661424,62.65358437196147,70.8388579510298,0.6889785346309864,0.4405584642233857,0.19213839381578504,77.34415077675881
