camera_orientation,timestamp,num_rois,roi_detected_points,roi_threshold_used,roi_kl_divergence,roi_is_valid
left,21.876,3,1,123,0.0802803784608841,1
left,21.892,3,2,123,0.24496209621429443,1
left,21.892,3,1,123,0.16229401528835297,1
left,21.892,3,2,123,0.24496209621429443,1
left,21.916,3,2,123,0.24496209621429443,1
left,21.916,3,2,123,0.24496209621429443,1
left,21.916,3,3,123,0.32805538177490234,1
left,22.036,3,1,123,0.0802803784608841,1
left,22.036,3,1,123,0.0802803784608841,1
left,22.036,3,2,123,0.16229401528835297,1
left,22.076,3,2,123,0.24496209621429443,1
left,22.076,3,2,123,0.24496209621429443,1
left,22.076,3,3,123,0.32805538177490234,1
left,22.1,3,2,123,0.24496209621429443,1
left,22.1,3,2,123,0.24496209621429443,1
left,22.1,3,3,123,0.32805538177490234,1
left,22.124,3,1,123,0.16229401528835297,1
left,22.124,3,2,123,0.24496209621429443,1
left,22.124,3,2,123,0.24496209621429443,1
left,22.14,3,1,123,0.0802803784608841,1
left,22.14,3,0,0,inf,1
left,22.14,3,1,123,0.0802803784608841,1
left,22.172,3,0,4,174.66188049316406,1
left,22.172,3,1,123,0.0802803784608841,1
left,22.172,3,1,123,0.0802803784608841,1
left,22.188,3,2,123,0.24496209621429443,1
left,22.188,3,1,123,0.16229401528835297,1
left,22.188,3,2,123,0.24496209621429443,1
left,22.2,3,2,123,0.24496209621429443,1
left,22.2,3,2,123,0.24496209621429443,1
left,22.2,3,3,123,0.32805538177490234,1
left,22.26,3,2,123,0.24496209621429443,1
left,22.26,3,2,123,0.24496209621429443,1
left,22.26,3,3,123,0.32805538177490234,1
left,22.312,3,2,123,0.24496209621429443,1
left,22.312,3,2,123,0.24496209621429443,1
left,22.312,3,3,123,0.32805538177490234,1
left,22.34,3,1,123,0.0802803784608841,1
left,22.34,3,1,123,0.0802803784608841,1
left,22.34,3,2,123,0.16229401528835297,1
left,22.408,3,2,123,0.24496209621429443,1
left,22.408,3,2,123,0.24496209621429443,1
left,22.408,3,3,123,0.32805538177490234,1
left,22.428,3,1,123,0.16229401528835297,1
left,22.428,3,2,123,0.24496209621429443,1
left,22.428,3,2,123,0.24496209621429443,1
left,22.452,3,1,123,0.0802803784608841,1
left,22.452,3,0,0,inf,1
left,22.452,3,1,123,0.0802803784608841,1
left,22.492,3,2,123,0.24496209621429443,1
left,22.492,3,1,123,0.16229401528835297,1
left,22.492,3,2,123,0.24496209621429443,1
left,22.512,3,2,123,0.24496209621429443,1
left,22.512,3,2,123,0.24496209621429443,1
left,22.512,3,3,123,0.32805538177490234,1
left,22.556,3,2,123,0.24496209621429443,1
left,22.556,3,2,123,0.24496209621429443,1
left,22.556,3,3,123,0.32805538177490234,1
left,22.612,3,2,123,0.24496209621429443,1
left,22.612,3,2,123,0.24496209621429443,1
left,22.612,3,3,123,0.32805538177490234,1
left,22.74,3,1,123,0.0802803784608841,1
left,22.74,3,0,0,inf,1
left,22.74,3,1,123,0.0802803784608841,1
left,22.756,3,2,123,0.24496209621429443,1
left,22.756,3,2,123,0.24496209621429443,1
left,22.756,3,3,123,0.32805538177490234,1
left,22.816,3,2,123,0.24496209621429443,1
left,22.816,3,3,123,0.32805538177490234,1
left,22.816,3,2,123,0.24496209621429443,1
left,22.864,3,2,123,0.24496209621429443,1
left,22.864,3,3,123,0.32805538177490234,1
left,22.864,3,2,123,0.24496209621429443,1
left,22.912,3,2,123,0.24496209621429443,1
left,22.912,3,3,123,0.32805538177490234,1
left,22.912,3,2,123,0.24496209621429443,1
left,22.948,3,1,123,0.0802803784608841,1
left,22.948,3,2,123,0.16229401528835297,1
left,22.948,3,1,123,0.0802803784608841,1
left,22.968,3,1,123,0.16229401528835297,1
left,22.968,3,1,123,0.16229401528835297,1
left,22.968,3,1,123,0.16229401528835297,1
left,22.988,3,2,123,0.24496209621429443,1
left,22.988,3,3,123,0.32805538177490234,1
left,22.988,3,2,123,0.24496209621429443,1
left,23.02,3,1,123,0.16229401528835297,1
left,23.02,3,2,123,0.24496209621429443,1
left,23.02,3,2,123,0.24496209621429443,1
left,23.04,3,1,123,0.0802803784608841,1
left,23.04,3,1,123,0.0802803784608841,1
left,23.04,3,0,0,inf,1
left,23.064,3,2,123,0.24496209621429443,1
left,23.064,3,3,123,0.32805538177490234,1
left,23.064,3,2,123,0.24496209621429443,1
left,23.076,3,0,0,inf,1
left,23.076,3,1,123,0.0802803784608841,1
left,23.076,3,1,123,0.0802803784608841,1
left,23.096,3,2,123,0.24496209621429443,1
left,23.096,3,2,123,0.24496209621429443,1
left,23.096,3,1,123,0.16229401528835297,1
left,23.164,3,2,123,0.24496209621429443,1
left,23.164,3,3,123,0.32805538177490234,1
left,23.164,3,2,123,0.24496209621429443,1
left,23.244,3,1,123,0.0802803784608841,1
left,23.244,3,2,123,0.16229401528835297,1
left,23.244,3,1,123,0.0802803784608841,1
left,23.276,2,2,123,0.16229401528835297,1
left,23.276,2,2,123,0.16229401528835297,1
left,23.328,3,2,123,0.24496209621429443,1
left,23.328,3,2,123,0.24496209621429443,1
left,23.328,3,3,123,0.32805538177490234,1
left,23.34,3,1,123,0.16229401528835297,1
left,23.34,3,2,123,0.24496209621429443,1
left,23.34,3,2,123,0.24496209621429443,1
left,23.384,3,0,11,183.4412384033203,1
left,23.384,3,1,123,0.0802803784608841,1
left,23.384,3,1,123,0.0802803784608841,1
left,23.408,3,2,123,0.24496209621429443,1
left,23.408,3,1,123,0.16229401528835297,1
left,23.408,3,2,123,0.24496209621429443,1
left,23.52,2,2,123,0.16229401528835297,1
left,23.52,2,3,123,0.24496209621429443,1
left,23.58,3,2,123,0.24496209621429443,1
left,23.58,3,3,123,0.32805538177490234,1
left,23.58,3,2,123,0.24496209621429443,1
left,23.6,3,2,123,0.24496209621429443,1
left,23.6,3,3,123,0.32805538177490234,1
left,23.6,3,2,123,0.24496209621429443,1
left,23.624,3,1,123,0.16229401528835297,1
left,23.624,3,2,123,0.24496209621429443,1
left,23.624,3,2,123,0.24496209621429443,1
left,23.688,3,2,123,0.16229401528835297,1
left,23.688,3,2,123,0.16229401528835297,1
left,23.688,3,1,123,0.0802803784608841,1
left,23.712,3,2,123,0.16229401528835297,1
left,23.712,3,3,123,0.24496209621429443,1
left,23.712,3,2,123,0.16229401528835297,1
left,23.736,3,2,123,0.24496209621429443,1
left,23.736,3,3,123,0.32805538177490234,1
left,23.736,3,2,123,0.24496209621429443,1
left,23.772,3,2,123,0.16229401528835297,1
left,23.772,3,3,123,0.24496209621429443,1
left,23.772,3,2,123,0.16229401528835297,1
left,23.804,3,1,123,0.0802803784608841,1
left,23.804,3,2,123,0.16229401528835297,1
left,23.804,3,1,123,0.0802803784608841,1
left,23.82,3,1,123,0.0802803784608841,1
left,23.82,3,1,123,0.0802803784608841,1
left,23.82,3,1,123,0.0802803784608841,1
left,23.844,3,2,123,0.16229401528835297,1
left,23.844,3,3,123,0.24496209621429443,1
left,23.844,3,2,123,0.16229401528835297,1
left,23.876,3,2,123,0.24496209621429443,1
left,23.876,3,3,123,0.32805538177490234,1
left,23.876,3,2,123,0.24496209621429443,1
left,23.888,3,1,123,0.16229401528835297,1
left,23.888,3,2,123,0.24496209621429443,1
left,23.888,3,2,123,0.24496209621429443,1
left,23.904,3,1,123,0.0802803784608841,1
left,23.904,3,1,123,0.0802803784608841,1
left,23.904,3,0,0,inf,1
left,23.924,3,2,123,0.24496209621429443,1
left,23.924,3,3,123,0.32805538177490234,1
left,23.924,3,2,123,0.24496209621429443,1
left,23.944,3,0,0,inf,1
left,23.944,3,1,123,0.0802803784608841,1
left,23.944,3,1,123,0.0802803784608841,1
left,23.96,3,2,123,0.16229401528835297,1
left,23.96,3,2,123,0.16229401528835297,1
left,23.96,3,1,123,0.0802803784608841,1
left,23.98,3,2,123,0.16229401528835297,1
left,23.98,3,3,123,0.24496209621429443,1
left,23.98,3,2,123,0.16229401528835297,1
left,24.024,3,2,123,0.24496209621429443,1
left,24.024,3,3,123,0.32805538177490234,1
left,24.024,3,2,123,0.24496209621429443,1
left,24.08,3,2,123,0.24496209621429443,1
left,24.08,3,3,123,0.32805538177490234,1
left,24.08,3,2,123,0.24496209621429443,1
left,24.104,3,1,123,0.0802803784608841,1
left,24.104,3,2,123,0.16229401528835297,1
left,24.104,3,1,123,0.0802803784608841,1
left,24.12,3,1,123,0.0802803784608841,1
left,24.12,3,1,123,0.0802803784608841,1
left,24.12,3,1,123,0.0802803784608841,1
left,24.144,3,2,123,0.16229401528835297,1
left,24.144,3,3,123,0.24496209621429443,1
left,24.144,3,2,123,0.16229401528835297,1
left,24.176,3,2,123,0.24496209621429443,1
left,24.176,3,3,123,0.32805538177490234,1
left,24.176,3,2,123,0.24496209621429443,1
left,24.196,3,1,123,0.16229401528835297,1
left,24.196,3,2,123,0.24496209621429443,1
left,24.196,3,2,123,0.24496209621429443,1
left,24.208,3,1,123,0.0802803784608841,1
left,24.208,3,1,123,0.0802803784608841,1
left,24.208,3,0,7,183.4412384033203,1
left,24.224,3,2,123,0.24496209621429443,1
left,24.224,3,3,123,0.32805538177490234,1
left,24.224,3,2,123,0.24496209621429443,1
left,24.256,3,0,9,183.4412384033203,1
left,24.256,3,1,123,0.0802803784608841,1
left,24.256,3,1,123,0.0802803784608841,1
left,24.288,3,2,123,0.16229401528835297,1
left,24.288,3,3,123,0.24496209621429443,1
left,24.288,3,2,123,0.16229401528835297,1
left,24.324,3,2,123,0.24496209621429443,1
left,24.324,3,3,123,0.32805538177490234,1
left,24.324,3,2,123,0.24496209621429443,1
left,24.38,3,2,123,0.24496209621429443,1
left,24.38,3,3,123,0.32805538177490234,1
left,24.38,3,2,123,0.24496209621429443,1
left,24.416,3,1,123,0.0802803784608841,1
left,24.416,3,2,123,0.16229401528835297,1
left,24.416,3,1,123,0.0802803784608841,1
left,24.432,3,1,123,0.0802803784608841,1
left,24.432,3,1,123,0.0802803784608841,1
left,24.432,3,1,123,0.0802803784608841,1
left,24.444,3,2,123,0.16229401528835297,1
left,24.444,3,3,123,0.24496209621429443,1
left,24.444,3,2,123,0.16229401528835297,1
left,24.472,3,2,123,0.16229401528835297,1
left,24.472,3,3,123,0.24496209621429443,1
left,24.472,3,2,123,0.16229401528835297,1
left,24.488,3,1,123,0.0802803784608841,1
left,24.488,3,2,123,0.16229401528835297,1
left,24.488,3,2,123,0.16229401528835297,1
left,24.504,3,1,123,0.0802803784608841,1
left,24.504,3,1,123,0.0802803784608841,1
left,24.504,3,0,0,inf,1
left,24.524,3,2,123,0.24496209621429443,1
left,24.524,3,3,123,0.32805538177490234,1
left,24.524,3,2,123,0.24496209621429443,1
left,24.568,3,2,123,0.24496209621429443,1
left,24.568,3,2,123,0.24496209621429443,1
left,24.568,3,1,123,0.16229401528835297,1
left,24.576,3,2,123,0.24496209621429443,1
left,24.576,3,3,123,0.32805538177490234,1
left,24.576,3,2,123,0.24496209621429443,1
left,24.62,3,2,123,0.16229401528835297,1
left,24.62,3,3,123,0.24496209621429443,1
left,24.62,3,2,123,0.16229401528835297,1
left,24.676,3,2,123,0.16229401528835297,1
left,24.676,3,3,123,0.24496209621429443,1
left,24.676,3,2,123,0.16229401528835297,1
left,24.708,3,1,123,0.0802803784608841,1
left,24.708,3,2,123,0.16229401528835297,1
left,24.708,3,1,123,0.0802803784608841,1
left,24.72,3,1,123,0.16229401528835297,1
left,24.72,3,1,123,0.16229401528835297,1
left,24.72,3,1,123,0.16229401528835297,1
left,24.756,3,2,123,0.24496209621429443,1
left,24.756,3,3,123,0.32805538177490234,1
left,24.756,3,2,123,0.24496209621429443,1
left,24.776,3,2,123,0.24496209621429443,1
left,24.776,3,3,123,0.32805538177490234,1
left,24.776,3,2,123,0.24496209621429443,1
left,24.788,3,1,123,0.16229401528835297,1
left,24.788,3,2,123,0.24496209621429443,1
left,24.788,3,2,123,0.24496209621429443,1
left,24.804,3,1,123,0.0802803784608841,1
left,24.804,3,1,123,0.0802803784608841,1
left,24.804,3,0,11,183.4412384033203,1
left,24.82,3,2,123,0.24496209621429443,1
left,24.82,3,3,123,0.32805538177490234,1
left,24.82,3,2,123,0.24496209621429443,1
left,24.86,3,0,0,inf,1
left,24.86,3,1,123,0.0802803784608841,1
left,24.86,3,1,123,0.0802803784608841,1
left,24.872,3,2,123,0.16229401528835297,1
left,24.872,3,2,123,0.16229401528835297,1
left,24.872,3,1,123,0.0802803784608841,1
left,24.876,3,2,123,0.16229401528835297,1
left,24.876,3,3,123,0.24496209621429443,1
left,24.876,3,2,123,0.16229401528835297,1
left,24.924,3,2,123,0.24496209621429443,1
left,24.924,3,3,123,0.32805538177490234,1
left,24.924,3,2,123,0.24496209621429443,1
left,24.976,3,2,123,0.24496209621429443,1
left,24.976,3,3,123,0.32805538177490234,1
left,24.976,3,2,123,0.24496209621429443,1
left,25.012,3,1,123,0.0802803784608841,1
left,25.012,3,2,123,0.16229401528835297,1
left,25.012,3,1,123,0.0802803784608841,1
left,25.024,3,1,123,0.16229401528835297,1
left,25.024,3,1,123,0.16229401528835297,1
left,25.024,3,1,123,0.16229401528835297,1
left,25.044,3,2,123,0.24496209621429443,1
left,25.044,3,3,123,0.32805538177490234,1
left,25.044,3,2,123,0.24496209621429443,1
left,25.076,3,2,123,0.24496209621429443,1
left,25.076,3,3,123,0.32805538177490234,1
left,25.076,3,2,123,0.24496209621429443,1
left,25.116,3,1,123,0.0802803784608841,1
left,25.116,3,1,123,0.0802803784608841,1
left,25.116,3,0,7,10.387137413024902,1
left,25.128,3,2,123,0.16229401528835297,1
left,25.128,3,3,123,0.24496209621429443,1
left,25.128,3,2,123,0.16229401528835297,1
left,25.14,3,0,1,219.3890838623047,1
left,25.14,3,1,123,0.0802803784608841,1
left,25.14,3,1,123,0.0802803784608841,1
left,25.156,3,2,123,0.16229401528835297,1
left,25.156,3,2,123,0.16229401528835297,1
left,25.156,3,1,123,0.0802803784608841,1
left,25.172,3,2,123,0.16229401528835297,1
left,25.172,3,3,123,0.24496209621429443,1
left,25.172,3,2,123,0.16229401528835297,1
left,25.224,3,2,123,0.16229401528835297,1
left,25.224,3,3,123,0.24496209621429443,1
left,25.224,3,2,123,0.16229401528835297,1
left,25.28,3,2,123,0.24496209621429443,1
left,25.28,3,3,123,0.32805538177490234,1
left,25.28,3,2,123,0.24496209621429443,1
left,25.304,3,1,123,0.0802803784608841,1
left,25.304,3,2,123,0.16229401528835297,1
left,25.304,3,1,123,0.0802803784608841,1
left,25.324,3,1,123,0.16229401528835297,1
left,25.324,3,1,123,0.16229401528835297,1
left,25.324,3,1,123,0.16229401528835297,1
left,25.344,3,2,123,0.24496209621429443,1
left,25.344,3,3,123,0.32805538177490234,1
left,25.344,3,2,123,0.24496209621429443,1
left,25.372,3,2,123,0.24496209621429443,1
left,25.372,3,3,123,0.32805538177490234,1
left,25.372,3,2,123,0.24496209621429443,1
left,25.388,3,1,123,0.16229401528835297,1
left,25.388,3,2,123,0.24496209621429443,1
left,25.388,3,2,123,0.24496209621429443,1
left,25.404,3,1,123,0.0802803784608841,1
left,25.404,3,1,123,0.0802803784608841,1
left,25.404,3,0,11,183.4412384033203,1
left,25.42,3,2,123,0.16229401528835297,1
left,25.42,3,3,123,0.24496209621429443,1
left,25.42,3,2,123,0.16229401528835297,1
left,25.448,3,0,0,inf,1
left,25.448,3,1,123,0.0802803784608841,1
left,25.448,3,1,123,0.0802803784608841,1
left,25.46,3,2,123,0.16229401528835297,1
left,25.46,3,2,123,0.16229401528835297,1
left,25.46,3,1,123,0.0802803784608841,1
left,25.476,3,2,123,0.16229401528835297,1
left,25.476,3,3,123,0.24496209621429443,1
left,25.476,3,2,123,0.16229401528835297,1
left,25.524,3,2,123,0.16229401528835297,1
left,25.524,3,3,123,0.24496209621429443,1
left,25.524,3,2,123,0.16229401528835297,1
left,25.58,3,2,123,0.24496209621429443,1
left,25.58,3,3,123,0.32805538177490234,1
left,25.58,3,2,123,0.24496209621429443,1
left,25.608,3,1,123,0.0802803784608841,1
left,25.608,3,2,123,0.16229401528835297,1
left,25.608,3,1,123,0.0802803784608841,1
left,25.624,3,1,123,0.16229401528835297,1
left,25.624,3,1,123,0.16229401528835297,1
left,25.624,3,1,123,0.16229401528835297,1
left,25.64,3,2,123,0.24496209621429443,1
left,25.64,3,3,123,0.32805538177490234,1
left,25.64,3,2,123,0.24496209621429443,1
left,25.676,3,2,123,0.24496209621429443,1
left,25.676,3,3,123,0.32805538177490234,1
left,25.676,3,2,123,0.24496209621429443,1
left,25.688,3,1,123,0.0802803784608841,1
left,25.688,3,2,123,0.16229401528835297,1
left,25.688,3,2,123,0.16229401528835297,1
left,25.72,3,1,123,0.0802803784608841,1
left,25.72,3,1,123,0.0802803784608841,1
left,25.72,3,0,0,inf,1
left,25.736,3,2,123,0.16229401528835297,1
left,25.736,3,3,123,0.24496209621429443,1
left,25.736,3,2,123,0.16229401528835297,1
left,25.744,3,0,0,inf,1
left,25.744,3,1,123,0.0802803784608841,1
left,25.744,3,1,123,0.0802803784608841,1
left,25.756,3,2,123,0.16229401528835297,1
left,25.756,3,2,123,0.16229401528835297,1
left,25.756,3,1,123,0.0802803784608841,1
left,25.772,3,2,123,0.16229401528835297,1
left,25.772,3,3,123,0.24496209621429443,1
left,25.772,3,2,123,0.16229401528835297,1
left,25.82,3,2,123,0.24496209621429443,1
left,25.82,3,3,123,0.32805538177490234,1
left,25.82,3,2,123,0.24496209621429443,1
left,25.888,3,2,123,0.24496209621429443,1
left,25.888,3,3,123,0.32805538177490234,1
left,25.888,3,2,123,0.24496209621429443,1
left,25.912,3,1,123,0.0802803784608841,1
left,25.912,3,2,123,0.16229401528835297,1
left,25.912,3,1,123,0.0802803784608841,1
left,25.924,3,1,123,0.0802803784608841,1
left,25.924,3,1,123,0.0802803784608841,1
left,25.924,3,1,123,0.0802803784608841,1
left,25.984,3,2,123,0.16229401528835297,1
left,25.984,3,3,123,0.24496209621429443,1
left,25.984,3,2,123,0.16229401528835297,1
left,25.996,3,1,123,0.0802803784608841,1
left,25.996,3,2,123,0.16229401528835297,1
left,25.996,3,2,123,0.16229401528835297,1
left,26.008,3,1,123,0.0802803784608841,1
left,26.008,3,1,123,0.0802803784608841,1
left,26.008,3,0,1,704.0979614257812,1
left,26.024,3,2,123,0.16229401528835297,1
left,26.024,3,3,123,0.24496209621429443,1
left,26.024,3,2,123,0.16229401528835297,1
left,26.048,3,0,0,inf,1
left,26.048,3,1,123,0.0802803784608841,1
left,26.048,3,1,123,0.0802803784608841,1
left,26.056,3,2,123,0.24496209621429443,1
left,26.056,3,2,123,0.24496209621429443,1
left,26.056,3,1,123,0.16229401528835297,1
left,26.072,3,2,123,0.24496209621429443,1
left,26.072,3,3,123,0.32805538177490234,1
left,26.072,3,2,123,0.24496209621429443,1
left,26.12,3,2,123,0.24496209621429443,1
left,26.12,3,3,123,0.32805538177490234,1
left,26.12,3,2,123,0.24496209621429443,1
left,26.176,3,2,123,0.16229401528835297,1
left,26.176,3,3,123,0.24496209621429443,1
left,26.176,3,2,123,0.16229401528835297,1
left,26.204,3,1,123,0.0802803784608841,1
left,26.204,3,2,123,0.16229401528835297,1
left,26.204,3,1,123,0.0802803784608841,1
left,26.22,3,1,123,0.0802803784608841,1
left,26.22,3,1,123,0.0802803784608841,1
left,26.22,3,1,123,0.0802803784608841,1
left,26.24,3,2,123,0.16229401528835297,1
left,26.24,3,3,123,0.24496209621429443,1
left,26.24,3,2,123,0.16229401528835297,1
left,26.272,3,2,123,0.24496209621429443,1
left,26.272,3,3,123,0.32805538177490234,1
left,26.272,3,2,123,0.24496209621429443,1
left,26.288,3,1,123,0.16229401528835297,1
left,26.288,3,2,123,0.24496209621429443,1
left,26.288,3,2,123,0.24496209621429443,1
left,26.308,3,1,123,0.0802803784608841,1
left,26.308,3,1,123,0.0802803784608841,1
left,26.308,3,0,9,183.4412384033203,1
left,26.32,3,2,123,0.24496209621429443,1
left,26.32,3,3,123,0.32805538177490234,1
left,26.32,3,2,123,0.24496209621429443,1
left,26.34,3,0,11,183.4412384033203,1
left,26.34,3,1,123,0.0802803784608841,1
left,26.34,3,1,123,0.0802803784608841,1
left,26.36,3,2,123,0.16229401528835297,1
left,26.36,3,2,123,0.16229401528835297,1
left,26.36,3,1,123,0.0802803784608841,1
left,26.372,3,2,123,0.16229401528835297,1
left,26.372,3,3,123,0.24496209621429443,1
left,26.372,3,2,123,0.16229401528835297,1
left,26.424,3,2,123,0.16229401528835297,1
left,26.424,3,3,123,0.24496209621429443,1
left,26.424,3,2,123,0.16229401528835297,1
left,26.472,3,2,123,0.24496209621429443,1
left,26.472,3,3,123,0.32805538177490234,1
left,26.472,3,2,123,0.24496209621429443,1
left,26.512,3,1,123,0.0802803784608841,1
left,26.512,3,2,123,0.16229401528835297,1
left,26.512,3,1,123,0.0802803784608841,1
left,26.524,3,1,123,0.16229401528835297,1
left,26.524,3,1,123,0.16229401528835297,1
left,26.524,3,1,123,0.16229401528835297,1
left,26.544,3,2,123,0.16229401528835297,1
left,26.544,3,3,123,0.24496209621429443,1
left,26.544,3,2,123,0.16229401528835297,1
left,26.572,3,2,123,0.16229401528835297,1
left,26.572,3,3,123,0.24496209621429443,1
left,26.572,3,2,123,0.16229401528835297,1
left,26.592,3,1,123,0.0802803784608841,1
left,26.592,3,2,123,0.16229401528835297,1
left,26.592,3,2,123,0.16229401528835297,1
left,26.608,3,1,123,0.0802803784608841,1
left,26.608,3,1,123,0.0802803784608841,1
left,26.608,3,0,0,inf,1
left,26.628,3,2,123,0.16229401528835297,1
left,26.628,3,3,123,0.24496209621429443,1
left,26.628,3,2,123,0.16229401528835297,1
left,26.648,3,0,9,704.0979614257812,1
left,26.648,3,1,123,0.0802803784608841,1
left,26.648,3,1,123,0.0802803784608841,1
left,26.664,3,2,123,0.24496209621429443,1
left,26.664,3,2,123,0.24496209621429443,1
left,26.664,3,1,123,0.16229401528835297,1
left,26.676,3,2,123,0.24496209621429443,1
left,26.676,3,3,123,0.32805538177490234,1
left,26.676,3,2,123,0.24496209621429443,1
left,26.72,3,2,123,0.16229401528835297,1
left,26.72,3,3,123,0.24496209621429443,1
left,26.72,3,2,123,0.16229401528835297,1
left,26.776,3,2,123,0.16229401528835297,1
left,26.776,3,3,123,0.24496209621429443,1
left,26.776,3,2,123,0.16229401528835297,1
left,26.808,3,1,123,0.0802803784608841,1
left,26.808,3,2,123,0.16229401528835297,1
left,26.808,3,1,123,0.0802803784608841,1
left,26.828,3,1,123,0.16229401528835297,1
left,26.828,3,1,123,0.16229401528835297,1
left,26.828,3,1,123,0.16229401528835297,1
left,26.848,3,2,123,0.24496209621429443,1
left,26.848,3,3,123,0.32805538177490234,1
left,26.848,3,2,123,0.24496209621429443,1
left,26.872,3,2,123,0.24496209621429443,1
left,26.872,3,3,123,0.32805538177490234,1
left,26.872,3,2,123,0.24496209621429443,1
left,26.888,3,1,123,0.0802803784608841,1
left,26.888,3,2,123,0.16229401528835297,1
left,26.888,3,2,123,0.16229401528835297,1
left,26.912,3,1,123,0.0802803784608841,1
left,26.912,3,1,123,0.0802803784608841,1
left,26.912,3,0,9,704.0979614257812,1
left,26.924,3,2,123,0.16229401528835297,1
left,26.924,3,3,123,0.24496209621429443,1
left,26.924,3,2,123,0.16229401528835297,1
left,26.944,3,0,9,704.0979614257812,1
left,26.944,3,1,123,0.0802803784608841,1
left,26.944,3,1,123,0.0802803784608841,1
left,26.956,3,2,123,0.16229401528835297,1
left,26.956,3,2,123,0.16229401528835297,1
left,26.956,3,1,123,0.0802803784608841,1
left,26.972,3,2,123,0.24496209621429443,1
left,26.972,3,3,123,0.32805538177490234,1
left,26.972,3,2,123,0.24496209621429443,1
left,27.028,3,2,123,0.24496209621429443,1
left,27.028,3,3,123,0.32805538177490234,1
left,27.028,3,2,123,0.24496209621429443,1
left,27.072,3,2,123,0.16229401528835297,1
left,27.072,3,3,123,0.24496209621429443,1
left,27.072,3,2,123,0.16229401528835297,1
left,27.104,3,1,123,0.0802803784608841,1
left,27.104,3,2,123,0.16229401528835297,1
left,27.104,3,1,123,0.0802803784608841,1
left,27.12,3,1,123,0.0802803784608841,1
left,27.12,3,1,123,0.0802803784608841,1
left,27.12,3,1,123,0.0802803784608841,1
left,27.144,3,2,123,0.16229401528835297,1
left,27.144,3,3,123,0.24496209621429443,1
left,27.144,3,2,123,0.16229401528835297,1
left,27.176,3,2,123,0.24496209621429443,1
