camera_orientation,timestamp,num_rois,roi_detected_points,roi_threshold_used,roi_kl_divergence,roi_is_valid
left,76.928,3,2,23,0.0,1
left,76.964,3,3,23,0.0,1
left,76.964,3,2,23,0.0,1
left,76.964,3,2,23,0.0,1
left,76.98,3,2,23,0.0,1
left,76.98,3,2,23,0.0,1
left,76.98,3,1,23,0.0,1
left,76.992,3,1,23,0.0,1
left,76.992,3,0,0,0.0,1
left,76.992,3,1,23,0.0,1
left,77.004,3,3,23,0.0,1
left,77.004,3,2,23,0.0,1
left,77.004,3,2,23,0.0,1
left,77.024,3,1,23,0.0,1
left,77.024,3,1,23,0.0,1
left,77.024,3,0,0,0.0,1
left,77.04,3,2,23,0.0,1
left,77.04,3,1,23,0.0,1
left,77.04,3,2,23,0.0,1
left,77.052,3,3,23,0.0,1
left,77.052,3,2,23,0.0,1
left,77.052,3,2,23,0.0,1
left,77.12,3,3,23,0.0,1
left,77.12,3,2,23,0.0,1
left,77.12,3,2,23,0.0,1
left,77.152,3,3,23,0.0,1
left,77.152,3,2,23,0.0,1
left,77.152,3,2,23,0.0,1
left,77.188,3,2,23,0.0,1
left,77.188,3,1,23,0.0,1
left,77.188,3,1,23,0.0,1
left,77.208,3,1,23,0.0,1
left,77.208,3,1,23,0.0,1
left,77.208,3,1,23,0.0,1
left,77.228,3,3,23,0.0,1
left,77.228,3,2,23,0.0,1
left,77.228,3,2,23,0.0,1
left,77.252,3,3,23,0.0,1
left,77.252,3,2,23,0.0,1
left,77.252,3,2,23,0.0,1
left,77.28,3,2,23,0.0,1
left,77.28,3,2,23,0.0,1
left,77.28,3,1,23,0.0,1
left,77.292,3,1,23,0.0,1
left,77.292,3,0,0,0.0,1
left,77.292,3,1,23,0.0,1
left,77.312,3,3,23,0.0,1
left,77.312,3,2,23,0.0,1
left,77.312,3,2,23,0.0,1
left,77.32,3,1,23,0.0,1
left,77.32,3,1,23,0.0,1
left,77.32,3,0,0,0.0,1
left,77.34,3,2,23,0.0,1
left,77.34,3,1,23,0.0,1
left,77.34,3,2,23,0.0,1
left,77.36,3,3,23,0.0,1
left,77.36,3,2,23,0.0,1
left,77.36,3,2,23,0.0,1
left,77.404,3,3,23,0.0,1
left,77.404,3,2,23,0.0,1
left,77.404,3,2,23,0.0,1
left,77.472,3,3,23,0.0,1
left,77.472,3,2,23,0.0,1
left,77.472,3,2,23,0.0,1
left,77.492,3,2,23,0.0,1
left,77.492,3,1,23,0.0,1
left,77.492,3,1,23,0.0,1
left,77.504,3,1,23,0.0,1
left,77.504,3,1,23,0.0,1
left,77.504,3,1,23,0.0,1
left,77.524,3,3,23,0.0,1
left,77.524,3,2,23,0.0,1
left,77.524,3,2,23,0.0,1
left,77.56,3,3,23,0.0,1
left,77.56,3,2,23,0.0,1
left,77.56,3,2,23,0.0,1
left,77.572,3,2,23,0.0,1
left,77.572,3,2,23,0.0,1
left,77.572,3,1,23,0.0,1
left,77.588,3,1,23,0.0,1
left,77.588,3,0,0,0.0,1
left,77.588,3,1,23,0.0,1
left,77.608,3,3,23,0.0,1
left,77.608,3,2,23,0.0,1
left,77.608,3,2,23,0.0,1
left,77.62,3,1,23,0.0,1
left,77.62,3,1,23,0.0,1
left,77.62,3,0,0,0.0,1
left,77.644,3,2,23,0.0,1
left,77.644,3,1,23,0.0,1
left,77.644,3,2,23,0.0,1
left,77.652,3,3,23,0.0,1
left,77.652,3,2,23,0.0,1
left,77.652,3,2,23,0.0,1
left,77.704,3,3,23,0.0,1
left,77.704,3,2,23,0.0,1
left,77.704,3,2,23,0.0,1
left,77.752,3,3,23,0.0,1
left,77.752,3,2,23,0.0,1
left,77.752,3,2,23,0.0,1
left,77.808,3,2,23,0.0,1
left,77.808,3,1,23,0.0,1
left,77.808,3,1,23,0.0,1
left,77.808,3,1,23,0.0,1
left,77.808,3,1,23,0.0,1
left,77.808,3,1,23,0.0,1
left,77.82,3,3,23,0.0,1
left,77.82,3,2,23,0.0,1
left,77.82,3,2,23,0.0,1
left,77.868,3,3,23,0.0,1
left,77.868,3,2,23,0.0,1
left,77.868,3,2,23,0.0,1
left,77.876,3,2,23,0.0,1
left,77.876,3,2,23,0.0,1
left,77.876,3,1,23,0.0,1
left,77.888,3,1,23,0.0,1
left,77.888,3,0,0,0.0,1
left,77.888,3,1,23,0.0,1
left,77.908,3,3,23,0.0,1
left,77.908,3,2,23,0.0,1
left,77.908,3,2,23,0.0,1
left,77.92,3,1,23,0.0,1
left,77.92,3,1,23,0.0,1
left,77.92,3,0,0,0.0,1
left,77.936,3,2,23,0.0,1
left,77.936,3,1,23,0.0,1
left,77.936,3,2,23,0.0,1
left,77.952,3,3,23,0.0,1
left,77.952,3,2,23,0.0,1
left,77.952,3,2,23,0.0,1
left,78.008,3,3,23,0.0,1
left,78.008,3,2,23,0.0,1
left,78.008,3,2,23,0.0,1
left,78.064,3,3,23,0.0,1
left,78.064,3,2,23,0.0,1
left,78.064,3,2,23,0.0,1
left,78.088,3,2,23,0.0,1
left,78.088,3,1,23,0.0,1
left,78.088,3,1,23,0.0,1
left,78.104,3,1,23,0.0,1
left,78.104,3,1,23,0.0,1
left,78.104,3,1,23,0.0,1
left,78.12,3,3,23,0.0,1
left,78.12,3,2,23,0.0,1
left,78.12,3,2,23,0.0,1
left,78.152,3,3,23,0.0,1
left,78.152,3,2,23,0.0,1
left,78.152,3,2,23,0.0,1
left,78.192,3,2,23,0.0,1
left,78.192,3,2,23,0.0,1
left,78.192,3,1,23,0.0,1
left,78.2,3,1,23,0.0,1
left,78.2,3,0,0,0.0,1
left,78.2,3,1,23,0.0,1
left,78.208,3,3,23,0.0,1
left,78.208,3,2,23,0.0,1
left,78.208,3,2,23,0.0,1
left,78.22,3,1,23,0.0,1
left,78.22,3,1,23,0.0,1
left,78.22,3,0,0,0.0,1
left,78.236,3,2,23,0.0,1
left,78.236,3,1,23,0.0,1
left,78.236,3,2,23,0.0,1
left,78.256,3,3,23,0.0,1
left,78.256,3,2,23,0.0,1
left,78.256,3,2,23,0.0,1
left,78.308,3,3,23,0.0,1
left,78.308,3,2,23,0.0,1
left,78.308,3,2,23,0.0,1
left,78.356,3,3,23,0.0,1
left,78.356,3,2,23,0.0,1
left,78.356,3,2,23,0.0,1
left,78.388,3,2,23,0.0,1
left,78.388,3,1,23,0.0,1
left,78.388,3,1,23,0.0,1
left,78.408,3,1,23,0.0,1
left,78.408,3,1,23,0.0,1
left,78.408,3,1,23,0.0,1
left,78.424,3,3,23,0.0,1
left,78.424,3,2,23,0.0,1
left,78.424,3,2,23,0.0,1
left,78.46,3,3,23,0.0,1
left,78.46,3,2,23,0.0,1
left,78.46,3,2,23,0.0,1
left,78.472,3,2,23,0.0,1
left,78.472,3,2,23,0.0,1
left,78.472,3,1,23,0.0,1
left,78.504,3,1,23,0.0,1
left,78.504,3,0,0,0.0,1
left,78.504,3,1,23,0.0,1
left,78.52,3,3,23,0.0,1
left,78.52,3,2,23,0.0,1
left,78.52,3,2,23,0.0,1
left,78.528,3,1,23,0.0,1
left,78.528,3,1,23,0.0,1
left,78.528,3,0,0,0.0,1
left,78.536,3,2,23,0.0,1
left,78.536,3,1,23,0.0,1
left,78.536,3,2,23,0.0,1
left,78.556,3,3,23,0.0,1
left,78.556,3,2,23,0.0,1
left,78.556,3,2,23,0.0,1
left,78.604,3,3,23,0.0,1
left,78.604,3,2,23,0.0,1
left,78.604,3,2,23,0.0,1
left,78.656,3,3,23,0.0,1
left,78.656,3,2,23,0.0,1
left,78.656,3,2,23,0.0,1
left,78.692,3,2,23,0.0,1
left,78.692,3,1,23,0.0,1
left,78.692,3,1,23,0.0,1
left,78.704,3,1,23,0.0,1
left,78.704,3,1,23,0.0,1
left,78.704,3,1,23,0.0,1
left,78.724,3,3,23,0.0,1
left,78.724,3,2,23,0.0,1
left,78.724,3,2,23,0.0,1
left,78.752,3,3,23,0.0,1
left,78.752,3,2,23,0.0,1
left,78.752,3,2,23,0.0,1
left,78.772,3,2,23,0.0,1
left,78.772,3,2,23,0.0,1
left,78.772,3,1,23,0.0,1
left,78.796,3,1,23,0.0,1
left,78.796,3,0,0,0.0,1
left,78.796,3,1,23,0.0,1
left,78.812,3,3,23,0.0,1
left,78.812,3,2,23,0.0,1
left,78.812,3,2,23,0.0,1
left,78.828,3,1,23,0.0,1
left,78.828,3,1,23,0.0,1
left,78.828,3,0,0,0.0,1
left,78.836,3,2,23,0.0,1
left,78.836,3,1,23,0.0,1
left,78.836,3,2,23,0.0,1
left,78.852,3,3,23,0.0,1
left,78.852,3,2,23,0.0,1
left,78.852,3,2,23,0.0,1
left,78.912,3,3,23,0.0,1
left,78.912,3,2,23,0.0,1
left,78.912,3,2,23,0.0,1
left,78.952,3,3,23,0.0,1
left,78.952,3,2,23,0.0,1
left,78.952,3,2,23,0.0,1
left,78.988,3,2,23,0.0,1
left,78.988,3,1,23,0.0,1
left,78.988,3,1,23,0.0,1
left,79.004,3,1,23,0.0,1
left,79.004,3,1,23,0.0,1
left,79.004,3,1,23,0.0,1
left,79.024,3,3,23,0.0,1
left,79.024,3,2,23,0.0,1
left,79.024,3,2,23,0.0,1
left,79.052,3,3,23,0.0,1
left,79.052,3,2,23,0.0,1
left,79.052,3,2,23,0.0,1
left,79.076,3,2,23,0.0,1
left,79.076,3,2,23,0.0,1
left,79.076,3,1,23,0.0,1
left,79.096,3,1,23,0.0,1
left,79.096,3,0,0,0.0,1
left,79.096,3,1,23,0.0,1
left,79.104,3,3,23,0.0,1
left,79.104,3,2,23,0.0,1
left,79.104,3,2,23,0.0,1
left,79.12,3,1,23,0.0,1
left,79.12,3,1,23,0.0,1
left,79.12,3,0,0,0.0,1
left,79.144,3,2,23,0.0,1
left,79.144,3,1,23,0.0,1
left,79.144,3,2,23,0.0,1
left,79.152,3,3,23,0.0,1
left,79.152,3,2,23,0.0,1
left,79.152,3,2,23,0.0,1
left,79.212,3,3,23,0.0,1
left,79.212,3,2,23,0.0,1
left,79.212,3,2,23,0.0,1
left,79.252,3,3,23,0.0,1
left,79.252,3,2,23,0.0,1
left,79.252,3,2,23,0.0,1
left,79.292,3,2,23,0.0,1
left,79.292,3,1,23,0.0,1
left,79.292,3,1,23,0.0,1
left,79.304,3,1,23,0.0,1
left,79.304,3,1,23,0.0,1
left,79.304,3,1,23,0.0,1
left,79.328,3,3,23,0.0,1
left,79.328,3,2,23,0.0,1
left,79.328,3,2,23,0.0,1
left,79.352,3,3,23,0.0,1
left,79.352,3,2,23,0.0,1
left,79.352,3,2,23,0.0,1
left,79.388,3,2,23,0.0,1
left,79.388,3,2,23,0.0,1
left,79.388,3,1,23,0.0,1
left,79.396,3,1,23,0.0,1
left,79.396,3,0,0,0.0,1
left,79.396,3,1,23,0.0,1
left,79.408,3,3,23,0.0,1
left,79.408,3,2,23,0.0,1
left,79.408,3,2,23,0.0,1
left,79.42,3,1,23,0.0,1
left,79.42,3,1,23,0.0,1
left,79.42,3,0,0,0.0,1
left,79.436,3,2,23,0.0,1
left,79.436,3,1,23,0.0,1
left,79.436,3,2,23,0.0,1
left,79.452,3,3,23,0.0,1
left,79.452,3,2,23,0.0,1
left,79.452,3,2,23,0.0,1
left,79.508,3,3,23,0.0,1
left,79.508,3,2,23,0.0,1
left,79.508,3,2,23,0.0,1
left,79.552,3,3,23,0.0,1
left,79.552,3,2,23,0.0,1
left,79.552,3,2,23,0.0,1
left,79.588,3,2,23,0.0,1
left,79.588,3,1,23,0.0,1
left,79.588,3,1,23,0.0,1
left,79.604,3,1,23,0.0,1
left,79.604,3,1,23,0.0,1
left,79.604,3,1,23,0.0,1
left,79.624,3,3,23,0.0,1
left,79.624,3,2,23,0.0,1
left,79.624,3,2,23,0.0,1
left,79.664,3,3,23,0.0,1
left,79.664,3,2,23,0.0,1
left,79.664,3,2,23,0.0,1
left,79.68,3,2,23,0.0,1
left,79.68,3,2,23,0.0,1
left,79.68,3,1,23,0.0,1
left,79.692,3,1,23,0.0,1
left,79.692,3,0,0,0.0,1
left,79.692,3,1,23,0.0,1
left,79.716,3,3,23,0.0,1
left,79.716,3,2,23,0.0,1
left,79.716,3,2,23,0.0,1
left,79.728,3,1,23,0.0,1
left,79.728,3,1,23,0.0,1
left,79.728,3,0,0,0.0,1
left,79.74,3,2,23,0.0,1
left,79.74,3,1,23,0.0,1
left,79.74,3,2,23,0.0,1
left,79.752,3,3,23,0.0,1
left,79.752,3,2,23,0.0,1
left,79.752,3,2,23,0.0,1
left,79.816,3,3,23,0.0,1
left,79.816,3,2,23,0.0,1
left,79.816,3,2,23,0.0,1
left,79.852,3,3,23,0.0,1
left,79.852,3,2,23,0.0,1
left,79.852,3,2,23,0.0,1
left,79.888,3,2,23,0.0,1
left,79.888,3,1,23,0.0,1
left,79.888,3,1,23,0.0,1
left,79.904,3,1,23,0.0,1
left,79.904,3,1,23,0.0,1
left,79.904,3,1,23,0.0,1
left,79.924,3,3,23,0.0,1
left,79.924,3,2,23,0.0,1
left,79.924,3,2,23,0.0,1
left,79.968,3,3,23,0.0,1
left,79.968,3,2,23,0.0,1
left,79.968,3,2,23,0.0,1
left,79.976,3,2,23,0.0,1
left,79.976,3,2,23,0.0,1
left,79.976,3,1,23,0.0,1
left,79.992,3,1,23,0.0,1
left,79.992,3,0,0,0.0,1
left,79.992,3,1,23,0.0,1
left,80.012,3,3,23,0.0,1
left,80.012,3,2,23,0.0,1
left,80.012,3,2,23,0.0,1
left,80.02,3,1,23,0.0,1
left,80.02,3,1,23,0.0,1
left,80.02,3,0,0,0.0,1
left,80.044,3,2,23,0.0,1
left,80.044,3,1,23,0.0,1
left,80.044,3,2,23,0.0,1
left,80.052,3,3,23,0.0,1
left,80.052,3,2,23,0.0,1
left,80.052,3,2,23,0.0,1
left,80.104,3,3,23,0.0,1
left,80.104,3,2,23,0.0,1
left,80.104,3,2,23,0.0,1
left,80.152,3,3,23,0.0,1
left,80.152,3,2,23,0.0,1
left,80.152,3,2,23,0.0,1
left,80.188,3,2,23,0.0,1
left,80.188,3,1,23,0.0,1
left,80.188,3,1,23,0.0,1
left,80.204,3,1,23,0.0,1
left,80.204,3,1,23,0.0,1
left,80.204,3,1,23,0.0,1
left,80.236,3,3,23,0.0,1
left,80.236,3,2,23,0.0,1
left,80.236,3,2,23,0.0,1
left,80.256,3,3,23,0.0,1
left,80.256,3,2,23,0.0,1
left,80.256,3,2,23,0.0,1
left,80.272,3,2,23,0.0,1
left,80.272,3,2,23,0.0,1
left,80.272,3,1,23,0.0,1
left,80.288,3,1,23,0.0,1
left,80.288,3,0,0,0.0,1
left,80.288,3,1,23,0.0,1
left,80.304,3,3,23,0.0,1
left,80.304,3,2,23,0.0,1
left,80.304,3,2,23,0.0,1
left,80.32,3,1,23,0.0,1
left,80.32,3,1,23,0.0,1
left,80.32,3,0,0,0.0,1
left,80.336,3,2,23,0.0,1
left,80.336,3,1,23,0.0,1
left,80.336,3,2,23,0.0,1
left,80.352,3,3,23,0.0,1
left,80.352,3,2,23,0.0,1
left,80.352,3,2,23,0.0,1
left,80.404,3,3,23,0.0,1
left,80.404,3,2,23,0.0,1
left,80.404,3,2,23,0.0,1
left,80.46,3,3,23,0.0,1
left,80.46,3,2,23,0.0,1
left,80.46,3,2,23,0.0,1
left,80.488,3,2,23,0.0,1
left,80.488,3,1,23,0.0,1
left,80.488,3,1,23,0.0,1
left,80.504,3,1,23,0.0,1
left,80.504,3,1,23,0.0,1
left,80.504,3,1,23,0.0,1
left,80.52,3,3,23,0.0,1
left,80.52,3,2,23,0.0,1
left,80.52,3,2,23,0.0,1
left,80.552,3,3,23,0.0,1
left,80.552,3,2,23,0.0,1
left,80.552,3,2,23,0.0,1
left,80.576,3,2,23,0.0,1
left,80.576,3,2,23,0.0,1
left,80.576,3,1,23,0.0,1
left,80.592,3,1,23,0.0,1
left,80.592,3,0,0,0.0,1
left,80.592,3,1,23,0.0,1
left,80.608,3,3,23,0.0,1
left,80.608,3,2,23,0.0,1
left,80.608,3,2,23,0.0,1
left,80.628,3,1,23,0.0,1
left,80.628,3,1,23,0.0,1
left,80.628,3,0,0,0.0,1
left,80.636,3,2,23,0.0,1
left,80.636,3,1,23,0.0,1
left,80.636,3,2,23,0.0,1
left,80.652,3,3,23,0.0,1
left,80.652,3,2,23,0.0,1
left,80.652,3,2,23,0.0,1
left,80.712,3,3,23,0.0,1
left,80.712,3,2,23,0.0,1
left,80.712,3,2,23,0.0,1
left,80.756,3,3,23,0.0,1
left,80.756,3,2,23,0.0,1
left,80.756,3,2,23,0.0,1
left,80.792,3,2,23,0.0,1
left,80.792,3,1,23,0.0,1
left,80.792,3,1,23,0.0,1
left,80.808,3,1,23,0.0,1
left,80.808,3,1,23,0.0,1
left,80.808,3,1,23,0.0,1
left,80.82,3,3,23,0.0,1
left,80.82,3,2,23,0.0,1
left,80.82,3,2,23,0.0,1
left,80.86,3,3,23,0.0,1
left,80.86,3,2,23,0.0,1
left,80.86,3,2,23,0.0,1
left,80.872,3,2,23,0.0,1
left,80.872,3,2,23,0.0,1
left,80.872,3,1,23,0.0,1
left,80.896,3,1,23,0.0,1
left,80.896,3,0,0,0.0,1
left,80.896,3,1,23,0.0,1
left,80.912,3,3,23,0.0,1
left,80.912,3,2,23,0.0,1
left,80.912,3,2,23,0.0,1
left,80.924,3,1,23,0.0,1
left,80.924,3,1,23,0.0,1
left,80.924,3,0,0,0.0,1
left,80.94,3,2,23,0.0,1
left,80.94,3,1,23,0.0,1
left,80.94,3,2,23,0.0,1
left,80.952,3,3,23,0.0,1
left,80.952,3,2,23,0.0,1
left,80.952,3,2,23,0.0,1
left,81.004,3,3,23,0.0,1
left,81.004,3,2,23,0.0,1
left,81.004,3,2,23,0.0,1
left,81.052,3,3,23,0.0,1
left,81.052,3,2,23,0.0,1
left,81.052,3,2,23,0.0,1
left,81.096,3,2,23,0.0,1
left,81.096,3,1,23,0.0,1
left,81.096,3,1,23,0.0,1
left,81.104,3,1,23,0.0,1
left,81.104,3,1,23,0.0,1
left,81.104,3,1,23,0.0,1
left,81.124,3,3,23,0.0,1
left,81.124,3,2,23,0.0,1
left,81.124,3,2,23,0.0,1
left,81.152,3,3,23,0.0,1
left,81.152,3,2,23,0.0,1
left,81.152,3,2,23,0.0,1
left,81.176,3,2,23,0.0,1
left,81.176,3,2,23,0.0,1
left,81.176,3,1,23,0.0,1
left,81.188,3,1,23,0.0,1
left,81.188,3,0,0,0.0,1
left,81.188,3,1,23,0.0,1
left,81.208,3,3,23,0.0,1
left,81.208,3,2,23,0.0,1
left,81.208,3,2,23,0.0,1
left,81.224,3,1,23,0.0,1
left,81.224,3,1,23,0.0,1
left,81.224,3,0,0,0.0,1
left,81.24,3,2,23,0.0,1
left,81.24,3,1,23,0.0,1
left,81.24,3,2,23,0.0,1
left,81.252,3,3,23,0.0,1
left,81.252,3,2,23,0.0,1
left,81.252,3,2,23,0.0,1
left,81.304,3,3,23,0.0,1
left,81.304,3,2,23,0.0,1
left,81.304,3,2,23,0.0,1
left,81.356,3,3,23,0.0,1
left,81.356,3,2,23,0.0,1
left,81.356,3,2,23,0.0,1
left,81.392,3,2,23,0.0,1
left,81.392,3,1,23,0.0,1
left,81.392,3,1,23,0.0,1
left,81.404,3,1,23,0.0,1
left,81.404,3,1,23,0.0,1
left,81.404,3,1,23,0.0,1
left,81.424,3,3,23,0.0,1
left,81.424,3,2,23,0.0,1
left,81.424,3,2,23,0.0,1
left,81.456,3,3,23,0.0,1
left,81.456,3,2,23,0.0,1
left,81.456,3,2,23,0.0,1
left,81.48,3,2,23,0.0,1
left,81.48,3,2,23,0.0,1
left,81.48,3,1,23,0.0,1
left,81.488,3,1,23,0.0,1
left,81.488,3,0,0,0.0,1
left,81.488,3,1,23,0.0,1
left,81.508,3,3,23,0.0,1
left,81.508,3,2,23,0.0,1
left,81.508,3,2,23,0.0,1
left,81.52,3,1,23,0.0,1
left,81.52,3,1,23,0.0,1
left,81.52,3,0,0,0.0,1
left,81.54,3,2,23,0.0,1
left,81.54,3,1,23,0.0,1
left,81.54,3,2,23,0.0,1
left,81.556,3,3,23,0.0,1
left,81.556,3,2,23,0.0,1
left,81.556,3,2,23,0.0,1
left,81.604,3,3,23,0.0,1
left,81.604,3,2,23,0.0,1
left,81.604,3,2,23,0.0,1
left,81.652,3,3,23,0.0,1
left,81.652,3,2,23,0.0,1
left,81.652,3,2,23,0.0,1
left,81.696,3,2,23,0.0,1
left,81.696,3,1,23,0.0,1
left,81.696,3,1,23,0.0,1
left,81.704,3,1,23,0.0,1
left,81.704,3,1,23,0.0,1
left,81.704,3,1,23,0.0,1
left,81.724,3,3,23,0.0,1
left,81.724,3,2,23,0.0,1
left,81.724,3,2,23,0.0,1
left,81.76,3,3,23,0.0,1
left,81.76,3,2,23,0.0,1
left,81.76,3,2,23,0.0,1
left,81.772,3,2,23,0.0,1
left,81.772,3,2,23,0.0,1
left,81.772,3,1,23,0.0,1
left,81.796,3,1,23,0.0,1
left,81.796,3,0,0,0.0,1
left,81.796,3,1,23,0.0,1
left,81.808,3,3,23,0.0,1
left,81.808,3,2,23,0.0,1
left,81.808,3,2,23,0.0,1
left,81.824,3,1,23,0.0,1
left,81.824,3,1,23,0.0,1
left,81.824,3,0,0,0.0,1
left,81.84,3,2,23,0.0,1
left,81.84,3,1,23,0.0,1
left,81.84,3,2,23,0.0,1
left,81.856,3,3,23,0.0,1
left,81.856,3,2,23,0.0,1
left,81.856,3,2,23,0.0,1
left,81.904,3,3,23,0.0,1
left,81.904,3,2,23,0.0,1
left,81.904,3,2,23,0.0,1
left,81.956,3,3,23,0.0,1
left,81.956,3,2,23,0.0,1
left,81.956,3,2,23,0.0,1
left,81.996,3,2,23,0.0,1
left,81.996,3,1,23,0.0,1
left,81.996,3,1,23,0.0,1
left,82.02,3,1,23,0.0,1
left,82.02,3,1,23,0.0,1
left,82.02,3,1,23,0.0,1
left,82.032,3,3,23,0.0,1
left,82.032,3,2,23,0.0,1
left,82.032,3,2,23,0.0,1
left,82.052,3,3,23,0.0,1
left,82.052,3,2,23,0.0,1
left,82.052,3,2,23,0.0,1
left,82.076,3,2,23,0.0,1
left,82.076,3,2,23,0.0,1
left,82.076,3,1,23,0.0,1
left,82.088,3,1,23,0.0,1
left,82.088,3,0,0,0.0,1
left,82.088,3,1,23,0.0,1
left,82.104,3,3,23,0.0,1
left,82.104,3,2,23,0.0,1
left,82.104,3,2,23,0.0,1
left,82.12,3,1,23,0.0,1
left,82.12,3,1,23,0.0,1
left,82.12,3,0,0,0.0,1
left,82.136,3,2,23,0.0,1
left,82.136,3,1,23,0.0,1
left,82.136,3,2,23,0.0,1
left,82.152,3,3,23,0.0,1
left,82.152,3,2,23,0.0,1
left,82.152,3,2,23,0.0,1
left,82.204,3,3,23,0.0,1
left,82.204,3,2,23,0.0,1
left,82.204,3,2,23,0.0,1
left,82.26,3,3,23,0.0,1
left,82.26,3,2,23,0.0,1
left,82.26,3,2,23,0.0,1
left,82.288,3,2,23,0.0,1
left,82.288,3,1,23,0.0,1
left,82.288,3,1,23,0.0,1
left,82.308,3,1,23,0.0,1
left,82.308,3,1,23,0.0,1
left,82.308,3,1,23,0.0,1
left,82.32,3,3,23,0.0,1
left,82.32,3,2,23,0.0,1
left,82.32,3,2,23,0.0,1
left,82.352,3,3,23,0.0,1
left,82.352,3,2,23,0.0,1
left,82.352,3,2,23,0.0,1
left,82.376,3,2,23,0.0,1
left,82.376,3,2,23,0.0,1
left,82.376,3,1,23,0.0,1
left,82.392,3,1,23,0.0,1
left,82.392,3,0,0,0.0,1
left,82.392,3,1,23,0.0,1
left,82.404,3,3,23,0.0,1
left,82.404,3,2,23,0.0,1
left,82.404,3,2,23,0.0,1
left,82.424,3,1,23,0.0,1
left,82.424,3,1,23,0.0,1
left,82.424,3,0,0,0.0,1
left,82.44,3,2,23,0.0,1
left,82.44,3,1,23,0.0,1
left,82.44,3,2,23,0.0,1
left,82.452,3,3,23,0.0,1
left,82.452,3,2,23,0.0,1
left,82.452,3,2,23,0.0,1
left,82.516,3,3,23,0.0,1
left,82.516,3,2,23,0.0,1
left,82.516,3,2,23,0.0,1
left,82.552,3,3,23,0.0,1
left,82.552,3,2,23,0.0,1
left,82.552,3,2,23,0.0,1
left,82.6,3,2,23,0.0,1
left,82.6,3,1,23,0.0,1
left,82.6,3,1,23,0.0,1
left,82.612,3,1,23,0.0,1
left,82.612,3,1,23,0.0,1
left,82.612,3,1,23,0.0,1
left,82.628,3,3,23,0.0,1
left,82.628,3,2,23,0.0,1
left,82.628,3,2,23,0.0,1
left,82.652,3,3,23,0.0,1
left,82.652,3,2,23,0.0,1
left,82.652,3,2,23,0.0,1
left,82.712,3,3,23,0.0,1
left,82.712,3,2,23,0.0,1
left,82.712,3,2,23,0.0,1
left,82.72,3,1,23,0.0,1
left,82.72,3,1,23,0.0,1
left,82.72,3,0,0,0.0,1
left,82.736,3,2,23,0.0,1
left,82.736,3,1,23,0.0,1
left,82.736,3,2,23,0.0,1
left,82.752,3,3,23,0.0,1
left,82.752,3,2,23,0.0,1
left,82.752,3,2,23,0.0,1
left,82.812,3,3,23,0.0,1
left,82.812,3,2,23,0.0,1
left,82.812,3,2,23,0.0,1
left,82.864,3,3,23,0.0,1
left,82.864,3,2,23,0.0,1
left,82.864,3,2,23,0.0,1
left,82.912,3,1,23,0.0,1
left,82.912,3,1,23,0.0,1
left,82.912,3,1,23,0.0,1
left,82.924,3,3,23,0.0,1
left,82.924,3,2,23,0.0,1
left,82.924,3,2,23,0.0,1
left,82.952,3,3,23,0.0,1
left,82.952,3,2,23,0.0,1
left,82.952,3,2,23,0.0,1
left,82.976,3,2,23,0.0,1
left,82.976,3,2,23,0.0,1
left,82.976,3,1,23,0.0,1
left,82.988,3,1,23,0.0,1
left,82.988,3,0,0,0.0,1
left,82.988,3,1,23,0.0,1
left,83.004,3,3,23,0.0,1
left,83.004,3,2,23,0.0,1
left,83.004,3,2,23,0.0,1
left,83.02,3,1,23,0.0,1
left,83.02,3,1,23,0.0,1
left,83.02,3,0,0,0.0,1
left,83.036,3,2,23,0.0,1
left,83.036,3,1,23,0.0,1
left,83.036,3,2,23,0.0,1
left,83.052,3,3,23,0.0,1
left,83.052,3,2,23,0.0,1
left,83.052,3,2,23,0.0,1
left,83.108,3,3,23,0.0,1
left,83.108,3,2,23,0.0,1
left,83.108,3,2,23,0.0,1
left,83.16,3,3,23,0.0,1
left,83.16,3,2,23,0.0,1
left,83.16,3,2,23,0.0,1
left,83.192,3,2,23,0.0,1
left,83.192,3,1,23,0.0,1
left,83.192,3,1,23,0.0,1
left,83.208,3,1,23,0.0,1
left,83.208,3,1,23,0.0,1
left,83.208,3,1,23,0.0,1
left,83.228,3,3,23,0.0,1
left,83.228,3,2,23,0.0,1
left,83.228,3,2,23,0.0,1
left,83.26,3,3,23,0.0,1
left,83.26,3,2,23,0.0,1
left,83.26,3,2,23,0.0,1
left,83.272,3,2,23,0.0,1
left,83.272,3,2,23,0.0,1
left,83.272,3,1,23,0.0,1
left,83.288,3,1,23,0.0,1
left,83.288,3,0,0,0.0,1
left,83.288,3,1,23,0.0,1
left,83.308,3,3,23,0.0,1
left,83.308,3,2,23,0.0,1
left,83.308,3,2,23,0.0,1
left,83.32,3,1,23,0.0,1
left,83.32,3,1,23,0.0,1
left,83.32,3,0,0,0.0,1
left,83.352,3,2,23,0.0,1
left,83.352,3,1,23,0.0,1
left,83.352,3,2,23,0.0,1
left,83.368,3,3,23,0.0,1
left,83.368,3,2,23,0.0,1
left,83.368,3,2,23,0.0,1
left,83.404,3,3,23,0.0,1
left,83.404,3,2,23,0.0,1
left,83.404,3,2,23,0.0,1
left,83.452,3,3,23,0.0,1
left,83.452,3,2,23,0.0,1
