-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
-55,15,2,0.3
